original_smiles,intervened_smiles,intervention_strategy,original_molecule_idx,original_prediction,intervened_prediction,prediction_difference,abs_prediction_difference,original_probability,intervened_probability,probability_difference,original_logp,intervened_logp,logp_difference
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)CCCC([NH3+])(Cc1ccccc1)CO)C,CC(NC(=O)c1cc(CCCC([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,fluoro_aromatic,1384,0.12465061992406845,0.1689770519733429,0.044326432049274445,0.044326432049274445,0.12465061992406845,0.1689770519733429,0.044326432049274445,3.2509000000000015,3.1118000000000015,-0.1391
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)CCCC([NH3+])(Cc1ccccc1)CO)C,[H]C([NH3+])(CCCc1cc(C(=O)NC(C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1)Cc1ccccc1,hydroxyl,1384,0.12455076724290848,0.14037446677684784,0.01582369953393936,0.01582369953393936,0.12455076724290848,0.14037446677684784,0.01582369953393936,3.2509000000000015,3.8884000000000016,0.6375000000000002
Fc1c2c(ccc1)C(N=C2N)(C=1C=C(C)C(=O)N(C=1)C)c1cc(ccc1)C#CC1CC1,Cc1cc(C2(c3cccc(C#CC4CC4)c3)N=C(N)c3ccccc32)cn(C)c1=O,fluoro_aromatic,323,0.8495228886604309,0.13038429617881775,-0.7191385924816132,0.7191385924816132,0.8495228886604309,0.13038429617881775,-0.7191385924816132,3.605120000000002,3.466020000000003,-0.1390999999999991
Fc1c2c(ccc1)C(N=C2N)(C=1C=C(C)C(=O)N(C=1)CC)c1cc(ccc1)-c1cc(cnc1)C#N,CCn1cc(C2(c3cccc(-c4cncc(C#N)c4)c3)N=C(N)c3ccccc32)cc(C)c1=O,fluoro_aromatic,348,0.8530293703079224,0.138726606965065,-0.7143027633428574,0.7143027633428574,0.8530293703079224,0.138726606965065,-0.7143027633428574,4.260200000000003,4.121100000000004,-0.1390999999999991
S1(=O)(=O)CC(Cc2cc(OC(C(F)(F)F)C(F)(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2cn(nc2)CC(C)(C)C)C1,CC(C)(C)Cn1cc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(N)c(OC(C(F)(F)F)C(F)(F)F)c3)C2O)cn1,fluoro_aromatic,599,0.8529635071754456,0.8521257638931274,-0.0008377432823181152,0.0008377432823181152,0.8529635071754456,0.8521257638931274,-0.0008377432823181152,2.6027000000000005,2.4635999999999996,-0.1391000000000009
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)C#N,CC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1(c2cccc(C#N)c2)CCCCC1,fluoro_aromatic,1280,0.12397348135709763,0.12401688098907471,4.33996319770813e-05,4.33996319770813e-05,0.12397348135709763,0.12401688098907471,4.33996319770813e-05,2.66758,2.52848,-0.1391
Clc1cc2CC(N=C(NC(Cc3ccccc3)C=3NC(=O)C(=CN=3)C#N)c2cc1)(C)C,CC1(C)Cc2ccccc2C(NC(Cc2ccccc2)c2ncc(C#N)c(=O)[nH]2)=N1,aromatic_chloro,991,0.12512871623039246,0.12412063777446747,-0.0010080784559249878,0.0010080784559249878,0.12512871623039246,0.12412063777446747,-0.0010080784559249878,3.949880000000003,3.2964800000000016,-0.6534000000000013
Clc1cc2nc(n(c2cc1)CCCC(=O)N(C)C1CCCCC1)N,CN(C(=O)CCCn1c(N)nc2ccccc21)C1CCCCC1,aromatic_chloro,175,0.12406083941459656,0.12411265820264816,5.1818788051605225e-05,5.1818788051605225e-05,0.12406083941459656,0.12411265820264816,5.1818788051605225e-05,3.8432000000000013,3.189800000000001,-0.6534000000000004
Fc1c(cccc1OC)-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,COc1cccc(-c2ccc3c(c2)C2(COC(N)=N2)c2cc(OC)ccc2O3)c1,fluoro_aromatic,1073,0.12396308779716492,0.12426739931106567,0.00030431151390075684,0.00030431151390075684,0.12396308779716492,0.12426739931106567,0.00030431151390075684,4.204100000000002,4.065000000000003,-0.1390999999999991
S(C)C1CCC([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)(CC1)c1cc(ccc1)C(C)(C)C,CSC1CCC([NH2+]CC(O)C(Cc2cccc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,fluoro_aromatic,511,0.12406511604785919,0.129639133810997,0.005574017763137817,0.005574017763137817,0.12406511604785919,0.129639133810997,0.005574017763137817,4.434900000000004,4.295800000000003,-0.1391000000000009
