original_smiles,intervened_smiles,intervention_strategy,original_molecule_idx,original_prediction,intervened_prediction,prediction_difference,abs_prediction_difference,original_probability,intervened_probability,probability_difference,original_logp,intervened_logp,logp_difference
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCN(CC)CCCC(C)Nc1ccnc2ccccc12,aromatic_chloro,225,0.9552215933799744,0.9585193991661072,0.0032978057861328125,0.0032978057861328125,0.9552215933799744,0.9585193991661072,0.0032978057861328125,4.810600000000004,4.157200000000003,-0.6534000000000013
C(C(C(C)C)(C(N)=O)Br)C,[H]C(Br)(CC)C(C)C,amide,1289,0.958615243434906,0.9586119651794434,-3.2782554626464844e-06,3.2782554626464844e-06,0.958615243434906,0.9586119651794434,-3.2782554626464844e-06,1.6714,2.815900000000001,1.144500000000001
Cc1cccc(Nc2ccccc2C(O)=O)c1C,[H]c1ccccc1Nc1cccc(C)c1C,carboxylic_acid,284,0.11987832933664322,0.956462562084198,0.8365842327475548,0.8365842327475548,0.11987832933664322,0.956462562084198,0.8365842327475548,3.7452400000000017,4.047040000000002,0.30180000000000007
C4=C(N1C3(C(NC1)=O)CCN(CCCOC2=CC=C(C=C2)F)CC3)C=CC=C4,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccccc1)CC2,fluoro_aromatic,1546,0.9587239027023315,0.9579564332962036,-0.0007674694061279297,0.0007674694061279297,0.9587239027023315,0.9579564332962036,-0.0007674694061279297,3.023100000000002,2.8840000000000012,-0.1391000000000009
C4=C(N1C3(C(NC1)=O)CCN(CCCOC2=CC=C(C=C2)F)CC3)C=CC=C4,[H]C1(N(C)c2ccccc2)CCN(CCCOc2ccc(F)cc2)CC1,amide,1546,0.9586988091468811,0.9586871266365051,-1.1682510375976562e-05,1.1682510375976562e-05,0.9586988091468811,0.9586871266365051,-1.1682510375976562e-05,3.023100000000002,4.195400000000004,1.1723000000000017
OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,aromatic_chloro,668,0.21116922795772552,0.6321436166763306,0.42097438871860504,0.42097438871860504,0.21116922795772552,0.6321436166763306,0.42097438871860504,3.101300000000001,2.4478999999999997,-0.6534000000000013
OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,[H]C(O)N=C(c1cccc(Cl)c1)c1ccccc1Cl,amide,668,0.2074665129184723,0.4946056604385376,0.2871391475200653,0.2871391475200653,0.2074665129184723,0.4946056604385376,0.2871391475200653,3.101300000000001,3.7806000000000015,0.6793000000000005
CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4,CCCCc1ncc(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,aromatic_chloro,850,0.12123160064220428,0.11127118021249771,-0.009960420429706573,0.009960420429706573,0.12123160064220428,0.11127118021249771,-0.009960420429706573,4.2668000000000035,3.613400000000002,-0.6534000000000013
CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4,[H]c1c(Cl)nc(CCCC)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,hydroxyl,850,0.12158616632223129,0.8507749438285828,0.7291887775063515,0.7291887775063515,0.12158616632223129,0.8507749438285828,0.7291887775063515,4.2668000000000035,4.774500000000004,0.5077000000000007
C1=CC(=CC=C1OCC(COC(N)=O)O)Cl,NC(=O)OCC(O)COc1ccccc1,aromatic_chloro,1728,0.9586751461029053,0.8865614533424377,-0.07211369276046753,0.07211369276046753,0.9586751461029053,0.8865614533424377,-0.07211369276046753,1.1749999999999998,0.5216000000000001,-0.6533999999999998
