original_smiles,intervened_smiles,intervention_strategy,original_molecule_idx,original_prediction,intervened_prediction,prediction_difference,abs_prediction_difference,original_probability,intervened_probability,probability_difference,original_logp,intervened_logp,logp_difference
C2=C(\C(NCCCC(=O)N)=C/1C=C(F)C=CC1=O)C=CC(=C2)Cl,NC(=O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccccc1,aromatic_chloro,1487,0.9312513470649719,0.9270536303520203,-0.00419771671295166,0.00419771671295166,0.9312513470649719,0.9270536303520203,-0.00419771671295166,2.898500000000001,2.2451,-0.6534000000000013
C2=C(\C(NCCCC(=O)N)=C/1C=C(F)C=CC1=O)C=CC(=C2)Cl,[H]CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1,amide,1487,0.9313799142837524,0.9289532899856567,-0.002426624298095703,0.002426624298095703,0.9313799142837524,0.9289532899856567,-0.002426624298095703,2.898500000000001,4.043000000000003,1.1445000000000016
C1=CC(=CC=C1C(CCCN3CCC2(C(N(C)C(C2)=O)=O)CC3)=O)F,CN1C(=O)CC2(CCN(CCCC(=O)c3ccccc3)CC2)C1=O,fluoro_aromatic,1527,0.9314054250717163,0.22065849602222443,-0.7107469290494919,0.7107469290494919,0.9314054250717163,0.22065849602222443,-0.7107469290494919,2.2595,2.1204,-0.1391
CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c3ccc(O)cc3,[H]C1N2C(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](N)CC(=O)NC)c3ccc(O)cc3)[C@H]2SC1(C)C,carboxylic_acid,729,0.20058941841125488,0.2011837214231491,0.0005943030118942261,0.0005943030118942261,0.20058941841125488,0.2011837214231491,0.0005943030118942261,-1.3553999999999948,-0.8085999999999971,0.5467999999999977
[C@@H]2(OC1=C(C=CC=C1)CO)O[C@@H]([C@@H](O)[C@@H]([C@H]2O)O)CO,[H]c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,hydroxyl,1529,0.9283546805381775,0.20115087926387787,-0.7272038012742996,0.7272038012742996,0.9283546805381775,0.20115087926387787,-0.7272038012742996,-1.6424,-1.1347000000000005,0.5076999999999996
CC(=O)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccccc4Cl)O3)cc2)CC1,aromatic_chloro,278,0.20234747231006622,0.2074679136276245,0.005120441317558289,0.005120441317558289,0.20234747231006622,0.2074679136276245,0.005120441317558289,4.2058000000000035,3.5524000000000022,-0.6534000000000013
C2=C(\C(NCCCC)=C\1C=C(Cl)C=CC1=O)C(=CC=C2)Cl,CCCCN/C(=C1/C=C(Cl)C=CC1=O)c1ccccc1,aromatic_chloro,1213,0.9311994910240173,0.9293467402458191,-0.0018527507781982422,0.0018527507781982422,0.9311994910240173,0.9293467402458191,-0.0018527507781982422,4.702400000000003,4.049000000000003,-0.6533999999999995
[C@@H]12C4([C@@H](CCC1[C@H]3C(CC2=O)(C(CC3)C(=O)CO)C)C[C@H](O)CC4)C,[H]C(=O)C1CC[C@H]2C3CC[C@H]4C[C@H](O)CCC4(C)[C@H]3C(=O)CC12C,hydroxyl,959,0.9304341077804565,0.20075742900371552,-0.729676678776741,0.729676678776741,0.9304341077804565,0.20075742900371552,-0.729676678776741,2.746600000000001,3.384100000000002,0.6375000000000011
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN2CCCC2)c2n(CC1)ccn2)=O,O=C(Cc1cccc(Cl)c1)N1CCn2ccnc2[C@H]1CN1CCCC1,aromatic_chloro,596,0.5363050103187561,0.493181049823761,-0.04312396049499512,0.04312396049499512,0.5363050103187561,0.493181049823761,-0.04312396049499512,3.4117000000000015,2.758300000000001,-0.6534000000000004
Cc1ccc(cc1)C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccccc3)CC2)cc1,fluoro_aromatic,701,0.28316619992256165,0.22554858028888702,-0.05761761963367462,0.05761761963367462,0.28316619992256165,0.22554858028888702,-0.05761761963367462,4.080620000000003,3.9415200000000032,-0.1391
C1=CC(=CC=C1C23C(C(=O)NC2=O)C3)Cl,O=C1NC(=O)C2(c3ccccc3)CC12,aromatic_chloro,1128,0.9313974380493164,0.9227578639984131,-0.00863957405090332,0.00863957405090332,0.9313974380493164,0.9227578639984131,-0.00863957405090332,1.2540999999999998,0.6007,-0.6533999999999998
