original_smiles,intervened_smiles,intervention_strategy,original_molecule_idx,original_prediction,intervened_prediction,prediction_difference,abs_prediction_difference,original_probability,intervened_probability,probability_difference,original_logp,intervened_logp,logp_difference
C1=C(Cl)C=CC2=C1C(=NCC(N2CC[S](CC)(=O)=O)=O)C3=CC=CC=C3F,CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2ccccc21,aromatic_chloro,1175,0.9313231110572815,0.20157171785831451,-0.729751393198967,0.729751393198967,0.9313231110572815,0.20157171785831451,-0.729751393198967,3.097800000000002,2.444400000000001,-0.6534000000000013
C1=C(Cl)C=CC2=C1C(=NCC(N2CC[S](CC)(=O)=O)=O)C3=CC=CC=C3F,CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,fluoro_aromatic,1175,0.9315151572227478,0.19951231777668,-0.7320028394460678,0.7320028394460678,0.9315151572227478,0.19951231777668,-0.7320028394460678,3.097800000000002,2.958700000000001,-0.1391000000000009
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[C@]2(CC1)NC(NC2=O)=O)CN1CCCC1)=O,O=C1NC(=O)[C@@]2(CCN(C(=O)Cc3cccc(Cl)c3)[C@@H](CN3CCCC3)C2)N1,aromatic_chloro,597,0.9291104078292847,0.19762864708900452,-0.7314817607402802,0.7314817607402802,0.9291104078292847,0.19762864708900452,-0.7314817607402802,2.2009,1.5474999999999999,-0.6534
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[C@]2(CC1)NC(NC2=O)=O)CN1CCCC1)=O,[H]NC(=O)[C]1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,amide,597,0.9312645196914673,0.19566425681114197,-0.7356002628803253,0.7356002628803253,0.9312645196914673,0.19566425681114197,-0.7356002628803253,2.2009,2.6824900000000005,0.48159000000000063
C[C@@H](O)[C@@H]1[C@H]2SC(=C(N2C1=O)C(O)=O)SC3CC[S](=O)C3,[H]C1=C(SC2CCS(=O)C2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,carboxylic_acid,915,0.19688966870307922,0.19610805809497833,-0.0007816106081008911,0.0007816106081008911,0.19688966870307922,0.19610805809497833,-0.0007816106081008911,0.40640000000000004,0.9516,0.5451999999999999
C4=C(C(C1=CC=C(C=C1)F)CCCN3CCN(CCNC2=CC=CC=C2)CC3)C=CC(=C4)F,Fc1ccc(C(CCCN2CCN(CCNc3ccccc3)CC2)c2ccccc2)cc1,fluoro_aromatic,1150,0.93136066198349,0.9312780499458313,-8.26120376586914e-05,8.26120376586914e-05,0.93136066198349,0.9312780499458313,-8.26120376586914e-05,5.606600000000006,5.467500000000006,-0.1391
C1=CC(=CC=C1C(NCCCN2CCOCC2)=O)Cl,O=C(NCCCN1CCOCC1)c1ccccc1,aromatic_chloro,1806,0.9315099716186523,0.8973821401596069,-0.03412783145904541,0.03412783145904541,0.9315099716186523,0.8973821401596069,-0.03412783145904541,1.7920999999999998,1.1386999999999998,-0.6534
[C@@H](C(NCC(N(C1=CC=C(C=C1C(C2=CC=CC=C2)=O)Cl)C)=O)=O)(CCCCN)N,CN(C(=O)CNC(=O)[C@@H](N)CCCCN)c1ccccc1C(=O)c1ccccc1,aromatic_chloro,1000,0.9315060377120972,0.6889007687568665,-0.2426052689552307,0.2426052689552307,0.9315060377120972,0.6889007687568665,-0.2426052689552307,2.1063,1.4529,-0.6534
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Br)cc3,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccccc1,fluoro_aromatic,408,0.9304909110069275,0.19715163111686707,-0.7333392798900604,0.7333392798900604,0.9304909110069275,0.19715163111686707,-0.7333392798900604,4.534700000000004,4.3956000000000035,-0.1391000000000009
OC1C(N2CCC1)=NC(C)=C(CCN3CCC(CC3)c4c5ccc(F)cc5on4)C2=O,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4ccccc34)CC1)CCCC2O,fluoro_aromatic,96,0.19904081523418427,0.9196110367774963,0.7205702215433121,0.7205702215433121,0.19904081523418427,0.9196110367774963,0.7205702215433121,3.0813200000000016,2.9422200000000016,-0.1391
